YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
2591,13.7,16.3,31.2,58.3,47.7,127.4,349.9,261.3,195.3,129.2,40.6,4.1,1274.9,29.9,137.2,933.8,173.9,1
2592,31.9,32.0,0.0,36.0,86.4,132.7,197.1,257.7,176.1,45.9,68.3,10.2,1074.3,63.9,122.4,763.6,124.4,1
2593,5.0,53.9,36.0,43.4,91.9,146.5,277.9,283.3,193.6,110.4,21.1,18.2,1281.3,59.0,171.3,901.3,149.7,1
2594,25.4,13.4,11.2,47.0,59.5,76.8,333.9,311.5,200.9,84.5,33.9,31.0,1228.8,38.7,117.7,923.1,149.3,1
2595,25.1,0.5,60.8,47.4,81.2,119.8,274.9,306.5,156.7,52.5,20.0,28.2,1173.6,25.6,189.3,857.9,100.7,1
2596,14.3,0.0,39.4,67.0,31.8,93.5,280.5,255.3,126.6,41.3,38.9,0.0,988.7,14.3,138.2,755.9,80.2,1
2597,21.9,32.0,22.8,59.2,100.6,249.0,285.4,337.6,83.4,119.8,21.6,7.3,1340.6,53.9,182.5,955.4,148.8,1
2598,3.0,0.0,16.6,90.7,122.2,209.0,236.5,264.9,255.9,59.3,22.5,30.3,1310.8,3.0,229.5,966.3,112.1,1
2599,29.1,16.8,28.1,93.5,76.6,218.2,377.2,235.5,215.8,78.1,3.8,8.0,1380.7,45.9,198.2,1046.7,89.9,1
2600,15.8,28.1,41.0,46.8,3.6,207.4,223.7,180.2,208.9,47.0,35.0,15.4,1052.8,43.9,91.4,820.1,97.3,0
2601,11.7,24.6,29.5,0.0,46.4,184.2,317.3,346.9,255.8,53.6,41.6,0.0,1311.5,36.3,75.9,1104.1,95.2,1
2602,30.6,28.0,26.1,72.2,79.2,255.3,324.0,280.8,124.7,77.2,70.2,28.7,1396.9,58.5,177.5,984.9,176.1,1
2603,9.5,25.1,31.1,33.1,50.2,141.4,228.6,294.3,99.7,96.8,42.4,0.0,1052.3,34.7,114.4,764.1,139.1,1
2604,1.1,39.9,19.1,27.4,97.6,180.9,300.1,351.1,210.0,0.0,24.0,0.0,1251.2,41.0,144.1,1042.1,24.0,1
2605,0.0,8.7,23.8,36.2,78.5,216.1,231.3,247.5,205.3,82.6,5.8,27.6,1163.4,8.7,138.5,900.2,116.0,0
2606,25.3,12.5,0.0,35.2,42.2,102.3,392.4,186.5,100.0,53.6,8.6,37.1,995.7,37.8,77.4,781.2,99.3,1
2607,2.6,11.2,47.5,58.5,62.9,345.3,215.3,284.7,208.7,135.3,7.1,12.8,1391.9,13.8,168.9,1054.0,155.2,1
2608,39.1,33.6,35.4,10.7,37.0,176.6,249.2,300.9,169.2,193.8,70.6,15.5,1331.5,72.7,83.0,895.9,279.9,1
2609,0.0,34.6,16.1,21.3,56.9,182.8,209.3,262.1,148.0,68.3,38.8,26.0,1064.2,34.6,94.3,802.3,133.1,1
2610,38.4,28.3,64.2,52.5,46.5,244.1,200.0,380.2,172.7,16.6,21.3,19.2,1283.9,66.7,163.2,997.0,57.1,1
2611,20.5,38.6,31.6,58.7,94.9,225.3,406.4,110.9,63.0,86.4,13.8,11.9,1162.1,59.1,185.2,805.7,112.1,1
2612,16.8,5.5,11.3,59.1,121.2,177.1,333.0,356.2,159.2,74.2,15.9,10.7,1340.3,22.3,191.7,1025.5,100.7,1
2613,11.5,45.3,45.4,27.7,21.9,182.2,304.8,333.8,153.4,156.9,20.8,0.0,1303.7,56.8,95.0,974.2,177.7,1
2614,22.8,43.3,37.2,23.5,8.1,92.3,249.0,311.1,219.0,145.3,59.3,18.6,1229.5,66.1,68.8,871.3,223.2,1
2615,17.5,32.3,37.1,33.9,55.1,144.4,358.5,53.2,181.8,114.9,32.4,15.0,1076.1,49.8,126.1,737.9,162.3,1
2616,31.2,46.9,22.3,50.3,19.5,203.4,237.3,367.3,223.2,59.7,4.1,11.2,1276.5,78.2,92.1,1031.3,74.9,1
2617,19.4,0.0,38.1,77.7,63.3,199.4,350.6,210.2,57.4,107.8,79.2,5.0,1208.0,19.4,179.1,817.6,191.9,1
2618,19.8,14.7,25.3,0.0,83.0,242.2,233.9,245.5,146.4,92.1,10.2,6.1,1119.0,34.5,108.3,867.9,108.4,0
2619,13.6,11.7,40.0,40.1,103.8,168.4,249.9,268.4,218.9,91.2,21.2,22.8,1250.1,25.3,184.0,905.6,135.2,1
2620,17.3,32.1,0.0,15.7,67.6,98.7,348.1,307.7,173.9,22.8,59.2,25.7,1168.8,49.4,83.3,928.4,107.7,1
2621,21.7,7.3,22.2,8.7,56.6,233.1,355.5,323.5,234.0,122.3,41.3,12.4,1438.5,29.0,87.4,1146.0,176.1,1
2622,0.0,32.6,61.0,66.3,6.6,254.0,336.8,340.7,96.2,86.1,23.6,11.2,1315.1,32.6,133.9,1027.7,120.9,1
2623,1.8,41.2,16.2,57.0,62.7,224.4,221.5,335.5,228.0,78.2,8.4,6.6,1281.5,43.0,135.9,1009.4,93.2,1
2624,26.9,31.7,19.1,54.9,64.0,166.0,263.7,297.2,156.8,59.2,13.7,26.3,1179.5,58.7,138.0,883.7,99.2,1
2625,20.1,26.0,21.9,65.3,79.9,232.4,306.0,308.3,151.7,51.8,14.9,16.3,1294.6,46.0,167.1,998.4,83.1,0
2626,15.8,8.2,8.1,34.4,42.2,363.6,235.6,205.8,241.5,94.1,33.1,20.0,1302.5,24.0,84.7,1046.5,147.2,1
2627,18.2,10.1,0.0,35.5,49.8,181.3,391.0,228.9,250.4,15.5,36.8,19.9,1237.6,28.4,85.3,1051.6,72.3,1
2628,22.2,39.5,25.8,93.1,20.6,102.9,126.9,340.9,243.8,112.0,30.0,12.6,1170.3,61.7,139.6,814.4,154.6,0
2629,11.5,32.9,32.4,39.6,0.0,142.8,240.5,336.9,296.0,41.9,32.2,3.2,1210.0,44.4,72.0,1016.2,77.3,1
2630,8.7,21.5,29.1,61.2,31.0,209.4,259.3,329.2,255.9,3.8,12.0,5.0,1225.9,30.1,121.2,1053.8,20.8,1
2631,20.4,16.1,27.4,45.1,18.0,86.7,95.9,245.0,148.6,151.2,38.9,28.4,921.9,36.5,90.6,576.3,218.5,0
2632,6.3,0.0,30.8,4.3,71.4,184.3,197.3,341.9,197.4,49.4,58.6,8.0,1149.7,6.3,106.5,920.9,116.0,1
2633,22.9,7.0,48.4,0.0,47.5,195.9,338.8,201.0,171.3,54.6,29.7,11.5,1128.6,29.9,95.9,907.0,95.8,0
2634,0.0,48.8,26.6,32.3,46.9,259.4,297.1,353.3,295.5,125.1,29.4,3.5,1517.8,48.8,105.8,1205.3,158.0,1
2635,30.3,4.1,19.7,68.2,34.4,247.1,405.1,262.3,247.5,152.5,34.7,2.6,1508.4,34.4,122.3,1161.9,189.8,1
2636,23.7,24.7,24.9,62.3,0.0,222.6,403.2,394.5,180.2,23.7,55.4,7.5,1422.7,48.3,87.3,1200.4,86.6,1
2637,21.1,36.1,40.4,65.1,104.2,56.1,325.3,176.5,235.7,45.7,15.1,34.6,1155.8,57.2,209.8,793.6,95.3,1
2638,29.8,4.4,55.4,23.3,34.0,225.7,316.9,399.9,125.9,48.5,62.0,23.2,1349.1,34.2,112.7,1068.4,133.7,1
2639,38.0,24.6,18.7,80.5,50.5,213.8,299.6,255.4,203.0,117.5,41.4,10.2,1353.3,62.6,149.7,971.9,169.2,1
2640,30.2,35.1,31.8,23.8,21.3,189.1,109.1,254.2,141.2,144.3,33.6,27.9,1041.5,65.3,76.8,693.6,205.8,0
2641,0.0,22.2,36.1,49.7,89.2,79.8,197.4,293.2,102.2,41.0,57.3,14.3,982.4,22.2,175.0,672.7,112.5,0
2642,2.6,62.2,12.1,44.8,66.0,132.3,302.0,232.6,230.8,135.8,9.4,30.9,1261.5,64.8,122.9,897.7,176.0,1
2643,10.5,0.0,30.4,41.2,38.9,110.8,338.1,275.1,237.2,55.1,43.4,40.3,1221.0,10.5,110.4,961.3,138.8,1
2644,18.3,36.8,3.6,74.4,51.0,64.2,315.3,229.8,213.8,94.8,41.6,27.3,1171.0,55.1,129.1,823.1,163.7,0
2645,24.2,19.6,0.0,29.5,109.0,174.8,232.5,232.3,180.5,33.7,14.3,17.0,1067.5,43.8,138.5,820.2,65.0,0
2646,9.3,32.8,36.6,15.3,60.0,131.1,360.6,313.1,124.1,77.4,42.2,23.7,1226.2,42.1,111.9,929.0,143.3,1
2647,20.2,28.2,23.1,45.4,56.9,319.4,398.8,218.7,129.6,77.8,38.7,16.2,1372.9,48.4,125.4,1066.5,132.6,1
2648,8.9,11.7,33.6,36.2,35.6,165.7,360.7,227.8,139.6,70.0,29.4,0.0,1119.3,20.7,105.5,893.7,99.4,0
2649,10.7,25.2,29.7,119.3,9.0,246.2,364.3,186.7,177.8,96.6,50.3,8.8,1324.4,35.9,157.9,974.9,155.7,1
2650,1.1,0.0,12.4,59.9,57.5,88.7,255.9,245.7,246.0,43.7,21.6,5.5,1038.0,1.1,129.8,836.2,70.8,1
2651,6.9,30.4,29.2,36.0,71.1,145.8,370.3,369.2,245.1,48.4,38.4,8.6,1399.5,37.4,136.3,1130.5,95.4,1
2652,1.8,26.2,7.8,21.8,92.8,180.3,305.2,222.5,104.3,98.6,30.4,35.7,1127.3,28.0,122.4,812.3,164.7,1
2653,6.3,30.9,55.0,3.6,0.0,125.1,330.8,230.2,154.0,133.0,20.7,28.3,1118.0,37.2,58.7,840.1,182.0,1
2654,30.6,36.8,5.6,22.4,30.5,151.8,320.6,293.2,152.6,81.1,43.1,20.8,1189.1,67.5,58.5,918.1,145.0,1
2655,6.6,27.1,26.5,47.5,45.7,163.0,286.5,254.8,58.4,101.1,28.8,24.9,1071.1,33.8,119.7,762.7,154.9,1
2656,49.6,24.1,11.2,76.4,61.9,162.1,234.8,431.5,219.4,110.8,3.5,0.0,1385.4,73.7,149.5,1047.9,114.3,1
2657,23.9,9.7,40.3,69.7,57.9,277.0,289.3,268.9,177.2,113.6,0.0,24.0,1351.5,33.6,167.9,1012.4,137.6,1
2658,20.2,12.0,24.0,50.0,58.6,195.8,364.1,302.8,184.1,45.8,48.8,26.3,1332.6,32.2,132.7,1046.8,120.9,1
2659,7.7,38.6,20.7,37.9,73.4,201.4,264.1,344.2,260.0,52.5,8.6,0.0,1309.0,46.3,132.0,1069.6,61.1,1
2660,26.4,42.1,45.4,50.9,36.7,204.7,357.5,342.9,194.6,55.8,38.6,24.4,1420.0,68.5,133.0,1099.7,118.8,1
2661,11.1,18.7,30.5,33.6,88.2,208.7,346.6,295.9,167.6,155.3,34.1,0.3,1390.5,29.8,152.3,1018.8,189.7,1
2662,19.5,22.6,39.3,82.8,74.1,170.4,274.1,269.0,219.7,101.3,25.6,0.0,1298.6,42.1,196.2,933.3,126.9,1
2663,48.7,9.3,12.3,40.8,53.0,157.4,392.2,417.6,245.1,99.6,72.1,30.6,1578.9,58.1,106.2,1212.3,202.3,1
2664,16.8,38.4,4.7,43.1,106.8,184.2,270.1,273.2,205.4,95.9,36.6,4.9,1280.3,55.3,154.6,932.9,137.4,1
2665,31.8,31.3,31.9,0.0,105.6,238.6,400.7,250.0,225.8,31.8,48.1,8.1,1403.8,63.1,137.5,1115.1,88.0,1
2666,9.6,49.2,24.3,40.7,88.1,236.9,325.4,236.1,182.4,155.7,38.7,26.9,1413.9,58.7,153.1,980.8,221.2,1
2667,17.6,9.7,41.3,63.4,0.0,161.8,293.9,162.6,185.7,100.2,28.4,12.6,1077.2,27.3,104.7,804.0,141.2,1
2668,39.2,16.7,28.6,21.5,106.2,217.2,232.9,335.9,195.9,109.5,32.6,14.0,1350.2,56.0,156.3,981.8,156.1,1
2669,10.5,25.2,33.7,28.5,84.3,164.3,288.8,120.3,150.8,14.9,62.2,13.8,997.3,35.7,146.4,724.3,90.9,0
2670,39.7,31.1,0.8,62.4,118.2,176.9,280.7,279.6,160.5,111.6,54.8,19.8,1336.1,70.8,181.4,897.7,186.2,1
2671,26.5,19.0,64.0,12.5,96.6,149.0,206.9,266.1,261.6,68.5,72.0,13.5,1256.2,45.5,173.2,883.6,154.0,1
2672,11.3,9.8,27.0,68.3,106.2,165.0,279.8,432.3,294.4,31.7,37.4,17.3,1480.5,21.0,201.5,1171.5,86.4,1
2673,25.6,34.3,42.6,33.3,86.6,248.8,238.7,155.4,272.8,45.8,15.5,10.5,1209.8,59.9,162.5,915.7,71.7,1
2674,29.7,32.1,15.0,36.5,99.8,180.1,336.0,218.7,121.2,33.9,24.2,19.9,1146.9,61.8,151.2,856.0,78.0,0
2675,25.5,9.2,35.5,20.3,117.8,182.4,386.4,270.7,116.2,33.3,9.2,19.5,1226.1,34.6,173.7,955.8,62.0,1
2676,0.0,41.0,6.5,53.3,68.1,95.4,209.1,266.6,128.1,84.3,48.3,36.9,1037.6,41.0,127.9,699.2,169.5,0
2677,9.3,38.4,38.1,99.1,18.0,158.0,414.9,242.6,197.0,67.3,21.3,11.8,1315.8,47.7,155.2,1012.5,100.4,1
2678,15.0,23.9,23.6,62.2,53.4,161.7,286.0,274.5,43.9,94.7,0.0,14.0,1052.9,38.9,139.2,766.2,108.7,1
2679,17.1,23.1,30.5,26.0,72.9,129.4,226.7,194.3,159.4,145.7,82.3,18.6,1126.1,40.2,129.4,709.9,246.6,0
2680,25.4,29.8,42.6,70.0,64.1,176.2,348.0,304.3,263.2,77.1,21.6,26.6,1448.8,55.2,176.6,1091.7,125.3,0
2681,20.1,9.9,7.8,38.0,27.1,151.4,263.7,122.1,241.1,0.0,21.5,4.0,906.8,30.1,72.9,778.4,25.5,1
2682,2.0,22.4,17.7,75.2,16.3,179.4,289.3,278.2,163.5,72.8,66.4,17.1,1200.5,24.4,109.2,910.5,156.4,1
2683,22.6,0.0,38.2,62.7,41.2,181.7,266.7,239.2,167.5,127.3,8.8,0.0,1156.0,22.6,142.2,855.0,136.2,1
2684,25.3,34.3,67.8,0.0,84.6,122.4,237.8,349.1,219.5,78.7,55.7,13.0,1288.3,59.6,152.4,928.9,147.5,1
2685,24.7,0.1,27.5,22.9,106.2,153.1,345.7,399.4,238.6,140.1,21.3,27.8,1507.4,24.9,156.7,1136.7,189.2,1
2686,31.0,43.0,40.6,65.8,87.7,179.3,275.0,257.5,162.3,99.2,6.5,8.0,1255.8,74.0,194.1,874.0,113.7,1
2687,28.0,17.4,28.1,48.3,91.6,240.1,194.4,374.6,177.8,12.1,67.1,17.9,1297.6,45.4,168.0,987.0,97.2,1
2688,23.5,19.0,65.0,22.5,59.7,189.1,333.6,258.5,160.6,86.2,51.5,10.2,1279.3,42.5,147.2,941.8,147.8,1
2689,17.2,13.2,0.0,31.1,13.2,138.6,210.6,214.3,120.8,93.3,51.4,6.5,910.2,30.4,44.3,684.3,151.2,1
2690,0.0,18.0,31.7,3.1,49.3,196.9,214.3,398.7,178.6,123.1,40.4,26.7,1280.6,18.0,84.0,988.5,190.1,1
2691,23.2,41.9,0.7,43.1,54.8,268.9,378.5,315.4,174.6,151.1,45.0,4.5,1501.6,65.0,98.6,1137.4,200.6,1
2692,20.5,0.0,0.0,93.6,48.1,225.4,211.3,280.3,124.4,116.5,8.4,19.2,1147.7,20.5,141.7,841.4,144.1,1
2693,21.3,39.9,35.4,62.7,63.5,205.1,132.8,326.7,223.6,98.7,35.2,19.4,1264.4,61.1,161.6,888.3,153.4,0
2694,2.7,26.7,32.5,93.2,74.4,214.9,338.6,298.6,215.1,107.7,14.4,6.6,1425.5,29.4,200.1,1067.3,128.8,1
2695,5.0,5.1,24.9,64.4,85.9,254.2,273.7,275.3,226.2,75.6,5.2,17.7,1313.2,10.1,175.2,1029.4,98.5,1
2696,30.6,6.9,28.1,67.6,54.2,234.2,279.8,189.8,150.1,26.4,41.2,5.7,1114.6,37.6,149.9,853.8,73.3,0
2697,17.5,45.5,85.8,88.4,8.7,206.2,273.0,261.6,86.9,83.6,56.2,21.7,1235.0,63.0,182.9,827.6,161.5,1
2698,26.2,8.8,25.4,53.3,48.5,233.8,311.2,322.4,214.3,95.9,25.3,1.5,1366.5,34.9,127.1,1081.7,122.7,1
2699,18.3,5.9,39.2,40.9,63.2,115.5,242.3,271.7,155.5,36.3,28.8,12.3,1029.7,24.2,143.3,784.9,77.3,1
2700,18.4,37.9,18.3,67.7,96.2,92.4,398.3,341.4,143.7,132.4,10.2,13.2,1370.2,56.3,182.3,975.7,155.9,1
2701,29.3,26.7,35.3,77.0,46.1,183.6,191.7,306.1,124.6,120.2,33.1,28.2,1202.0,56.0,158.4,806.0,181.6,1
2702,11.8,8.9,25.7,34.4,76.4,178.8,326.1,220.3,175.7,29.9,48.2,17.5,1153.7,20.7,136.5,900.9,95.6,1
2703,19.2,25.0,22.6,29.1,70.1,145.1,339.9,190.3,272.0,133.9,48.8,26.5,1322.6,44.2,121.9,947.4,209.2,1
2704,12.5,7.6,62.7,48.1,63.2,220.4,241.8,269.3,163.7,70.3,43.9,22.1,1225.7,20.1,174.0,895.3,136.3,1
2705,12.8,37.4,51.2,63.3,88.1,72.5,223.3,244.4,133.3,52.4,20.6,22.0,1021.4,50.2,202.5,673.6,95.1,0
2706,14.3,36.9,32.5,62.6,43.5,145.6,366.2,302.9,223.9,123.0,20.0,12.3,1383.6,51.1,138.5,1038.6,155.4,1
2707,20.7,29.4,0.0,13.7,45.9,148.3,225.6,231.2,199.0,80.1,48.9,27.2,1070.0,50.1,59.6,804.1,156.2,1
2708,12.3,27.1,23.5,87.1,61.7,85.0,252.5,238.2,79.8,154.2,49.2,12.1,1082.5,39.3,172.2,655.5,215.5,0
2709,33.1,46.7,78.7,30.9,44.1,257.2,357.1,351.6,224.4,49.6,29.6,0.0,1502.9,79.7,153.6,1190.4,79.2,1
2710,7.3,22.0,25.8,39.2,76.2,100.2,297.4,290.1,300.7,16.2,24.5,13.6,1213.2,29.3,141.2,988.4,54.3,1
2711,15.8,5.5,49.9,25.1,42.0,142.6,169.2,232.2,54.8,71.3,56.3,21.0,885.7,21.2,117.0,598.8,148.7,0
2712,12.7,28.3,56.0,104.4,68.3,224.9,417.3,281.2,125.7,112.0,25.8,0.0,1456.6,41.0,228.7,1049.2,137.8,1
2713,35.4,51.2,33.9,50.3,59.2,210.5,257.9,373.8,41.9,46.8,47.9,6.3,1215.1,86.6,143.5,884.1,101.0,1
2714,20.4,7.8,14.8,26.3,68.0,114.1,266.8,300.0,186.1,31.5,30.3,2.5,1068.4,28.2,109.1,866.9,64.2,1
2715,30.4,16.9,0.0,64.0,49.1,212.5,312.9,320.3,241.5,90.7,12.0,24.7,1375.1,47.3,113.1,1087.3,127.4,1
2716,0.2,27.8,42.3,61.9,52.5,190.9,338.8,228.8,195.5,26.4,65.2,34.4,1264.8,28.0,156.7,954.0,126.0,1
2717,21.2,21.2,15.3,40.9,64.7,303.3,432.3,349.8,262.4,93.7,35.4,13.7,1653.9,42.4,120.9,1347.8,142.7,1
2718,28.7,8.2,33.2,63.5,67.7,197.2,178.8,437.6,233.2,69.1,18.8,21.8,1357.8,36.9,164.3,1046.8,109.7,1
2719,19.0,37.7,7.5,26.8,61.9,167.2,352.8,226.2,278.5,100.8,5.2,21.6,1305.2,56.7,96.2,1024.7,127.5,1
2720,30.8,54.5,25.2,34.2,109.8,127.9,347.0,199.6,250.3,29.4,7.2,33.1,1249.0,85.3,169.1,924.9,69.7,1
2721,11.8,24.7,30.6,0.8,34.3,134.1,285.4,291.9,169.0,131.3,25.5,8.8,1148.3,36.5,65.6,880.4,165.7,1
2722,34.9,9.3,34.8,15.9,60.2,129.6,350.1,339.5,193.5,75.0,71.5,13.6,1328.0,44.3,110.9,1012.7,160.1,1
2723,45.6,0.3,9.9,84.8,17.9,250.4,360.4,273.8,144.8,111.0,21.3,12.3,1332.5,45.9,112.6,1029.4,144.6,1
2724,13.6,25.6,51.5,81.1,72.4,176.0,198.3,208.4,178.0,118.5,61.9,16.8,1202.2,39.3,205.1,760.6,197.3,1
2725,12.7,37.5,19.3,46.4,30.8,206.1,417.5,272.6,193.2,38.0,30.4,43.5,1347.9,50.1,96.5,1089.4,111.9,1
2726,35.4,28.7,0.0,81.6,54.2,258.3,185.9,320.7,185.6,115.5,9.4,16.3,1291.6,64.1,135.8,950.4,141.2,1
2727,37.0,22.0,28.0,41.5,51.6,45.3,215.5,252.3,259.8,27.8,23.5,6.6,1010.9,58.9,121.1,772.9,58.0,0
2728,11.7,13.8,30.6,39.6,69.9,245.3,276.7,321.3,172.8,29.9,7.4,3.3,1222.4,25.5,140.1,1016.1,40.6,1
2729,13.0,6.7,32.9,46.2,46.5,178.0,429.7,359.2,141.5,156.6,15.9,29.8,1456.1,19.7,125.7,1108.5,202.3,1
2730,14.6,33.7,54.5,42.3,45.3,198.9,273.4,296.3,144.8,124.3,15.3,6.5,1250.0,48.3,142.1,913.5,146.1,1
2731,1.9,34.8,25.7,40.3,102.2,129.4,292.8,278.1,224.1,160.8,0.0,23.3,1313.3,36.7,168.2,924.4,184.1,1
2732,7.0,0.4,27.8,70.2,70.0,133.5,395.2,336.4,117.0,67.9,63.3,8.5,1297.2,7.3,168.0,982.1,139.7,1
2733,6.0,44.3,10.1,48.3,46.3,201.9,274.0,221.8,179.5,85.9,37.2,2.1,1157.3,50.2,104.7,877.2,125.2,1
2734,8.8,30.0,44.8,60.7,55.0,306.2,212.5,215.1,259.0,102.0,19.3,22.7,1336.0,38.8,160.4,992.8,144.0,1
2735,17.6,41.6,33.3,67.7,108.1,230.2,265.8,261.9,205.2,81.5,37.4,9.1,1359.4,59.2,209.1,963.1,128.0,1
2736,20.8,3.2,22.4,53.5,55.4,244.6,391.0,246.6,186.1,53.6,16.3,20.7,1314.3,24.0,131.4,1068.2,90.6,1
2737,36.6,2.9,0.0,23.7,42.7,164.4,300.0,225.4,188.1,47.9,0.0,21.5,1053.2,39.5,66.4,877.9,69.4,1
2738,6.0,19.9,56.0,15.2,42.8,142.0,430.1,404.5,136.5,90.1,92.1,22.0,1457.3,25.9,114.1,1113.1,204.3,1
2739,29.8,29.0,7.9,48.3,46.6,132.1,346.7,427.7,145.4,41.5,36.8,13.1,1304.8,58.9,102.8,1051.8,91.3,1
2740,15.4,47.1,19.4,41.2,45.4,148.1,249.9,255.9,179.9,40.4,21.2,23.5,1087.5,62.6,105.9,833.8,85.2,1
2741,17.4,31.9,36.5,46.9,26.2,62.1,298.6,286.2,204.1,97.0,0.0,5.9,1112.7,49.3,109.5,851.0,102.8,1
2742,26.1,18.6,8.5,44.6,30.5,135.1,235.3,267.2,239.3,78.4,3.1,0.0,1086.8,44.7,83.6,876.9,81.5,1
2743,4.5,7.6,3.1,101.8,38.8,144.2,248.2,355.3,194.8,117.6,66.1,23.8,1305.9,12.2,143.7,942.5,207.5,1
2744,22.6,39.2,0.0,15.7,78.6,165.4,608.5,368.8,260.3,65.9,63.0,17.8,1705.8,61.8,94.3,1403.0,146.7,1
2745,20.0,8.5,43.0,1.2,51.3,182.2,366.3,159.1,273.5,59.9,48.1,9.3,1222.4,28.5,95.5,981.2,117.3,1
2746,23.9,44.8,20.2,52.3,56.2,194.9,355.3,312.4,231.4,98.1,10.7,0.0,1400.1,68.7,128.7,1093.9,108.8,1
2747,21.5,18.0,82.7,36.7,97.6,174.2,251.4,191.1,253.7,51.1,63.2,0.0,1241.2,39.5,217.0,870.4,114.3,1
2748,47.5,44.3,12.1,52.0,98.3,143.0,404.9,399.6,138.5,57.0,42.0,16.6,1455.5,91.7,162.3,1085.9,115.6,1
2749,10.3,31.5,13.4,57.8,54.1,67.0,372.0,309.9,130.2,58.5,46.1,34.1,1185.1,41.9,125.4,879.2,138.7,1
2750,11.6,20.1,19.8,73.3,44.3,143.4,426.7,224.0,216.9,74.0,41.9,14.5,1310.6,31.7,137.4,1011.0,130.4,1
2751,10.5,14.7,34.4,11.8,37.8,121.5,423.3,263.6,120.3,149.4,2.9,12.0,1202.2,25.3,84.0,928.7,164.2,1
2752,11.3,17.2,21.5,32.8,81.4,200.6,191.5,260.3,174.9,29.7,9.0,15.7,1046.0,28.6,135.7,827.3,54.5,1
2753,10.4,28.0,41.0,54.4,56.3,225.0,217.3,315.7,230.1,131.2,22.8,40.0,1372.2,38.3,151.7,988.1,194.0,1
2754,32.3,23.1,12.4,62.0,51.2,226.6,224.7,350.9,263.5,110.0,45.9,24.3,1426.7,55.3,125.5,1065.7,180.2,1
2755,35.0,13.7,5.1,93.3,39.2,216.6,228.9,201.9,176.8,141.5,5.4,5.7,1163.3,48.7,137.6,824.3,152.7,1
2756,11.2,19.7,0.0,66.0,40.4,167.7,317.6,405.0,156.2,201.2,29.5,16.3,1430.8,30.8,106.5,1046.5,247.0,1
2757,8.0,23.1,0.0,43.8,71.0,146.3,255.3,389.2,206.7,136.4,29.5,19.7,1328.8,31.1,114.7,997.5,185.5,1
2758,23.7,0.0,20.7,25.4,25.2,133.9,440.1,220.5,134.2,117.2,48.9,4.4,1194.0,23.7,71.3,928.6,170.4,1
2759,11.4,28.4,24.6,32.6,89.9,92.1,428.3,285.0,181.0,32.1,46.5,24.4,1276.1,39.8,147.0,986.4,103.0,0
2760,25.6,8.3,18.6,32.0,47.1,229.6,294.5,396.3,189.6,36.9,12.8,7.0,1298.3,33.9,97.6,1110.0,56.7,1
2761,20.4,5.9,52.4,59.4,57.8,165.4,431.9,363.8,188.5,95.7,61.9,0.0,1503.2,26.3,169.6,1149.6,157.6,1
2762,0.0,0.0,52.1,50.7,24.6,106.5,399.2,257.1,194.6,17.5,9.7,16.8,1128.7,0.0,127.3,957.3,44.0,1
2763,36.6,0.0,24.0,15.9,61.7,129.5,263.5,335.4,146.6,105.4,54.8,15.1,1188.4,36.6,101.5,875.0,175.3,0
2764,39.6,3.0,0.0,35.4,52.8,127.3,154.4,483.8,152.2,0.9,22.0,16.0,1087.3,42.6,88.2,917.7,38.9,1
2765,10.6,12.1,19.8,64.3,60.6,177.4,279.7,287.2,151.1,125.8,36.3,7.6,1232.5,22.7,144.7,895.4,169.7,1
2766,13.3,49.3,19.2,52.7,103.2,233.7,249.9,237.0,105.8,69.8,37.5,9.1,1180.6,62.7,175.1,826.3,116.4,1
2767,21.4,14.6,18.2,57.5,67.0,155.9,309.5,291.7,207.8,86.8,37.0,28.4,1295.7,36.1,142.7,964.8,152.2,1
2768,22.0,24.5,17.4,53.4,39.7,51.1,301.2,296.8,236.5,53.6,46.5,20.9,1163.7,46.5,110.6,885.6,120.9,1
2769,25.9,27.6,18.2,80.8,42.1,164.6,299.4,244.3,231.4,9.9,40.8,5.5,1190.5,53.5,141.1,939.7,56.2,0
2770,42.1,23.8,23.0,50.2,78.7,166.4,331.7,310.0,176.4,128.9,48.7,0.0,1379.9,66.0,151.9,984.4,177.6,1
2771,15.9,20.9,18.6,36.5,98.4,162.6,210.1,194.7,147.8,132.8,42.3,5.9,1086.5,36.8,153.4,715.3,181.0,1
2772,8.4,5.3,33.7,24.9,69.9,140.5,323.8,234.7,228.7,68.6,7.7,17.7,1164.0,13.7,128.5,927.7,94.1,0
2773,1.4,42.3,36.5,50.5,81.3,187.0,264.2,331.6,223.2,107.2,38.4,9.0,1372.6,43.8,168.3,1006.0,154.6,1
2774,9.2,47.3,13.6,0.0,79.1,178.6,309.0,160.7,201.3,67.1,21.7,8.2,1095.9,56.5,92.7,849.6,97.1,0
2775,17.6,0.0,52.9,40.9,101.7,173.6,362.0,341.4,280.7,93.0,10.8,9.5,1484.2,17.6,195.6,1157.8,113.3,1
2776,39.5,7.7,12.4,40.5,7.4,197.7,209.3,143.2,188.6,110.8,27.2,15.2,999.5,47.2,60.2,738.8,153.3,1
2777,11.8,18.1,0.9,15.0,80.7,151.4,275.3,162.3,176.6,103.1,36.7,24.6,1056.4,29.9,96.5,765.6,164.4,1
